# Combined results from the directory /RESULTS/primary/QqN1/results/
# M1	M2	r
772	564	0.811976291357
772	504	1.29224889623
772	444	1.20211489805
772	384	1.8508966115
772	144	5.21458624369
772	324	2.92192553852
772	264	3.89965977641
772	84	5.4401764051
772	204	4.61696122324
760	672	0.5778902385
760	612	0.626707188672
760	552	0.766756617123
760	492	1.2922315982
760	312	3.20031950475
760	372	2.08057985449
760	432	1.88995208883
760	252	4.06611891671
760	132	5.42310500485
760	12	5.86827454725
760	192	4.89170705652
760	72	5.91156725283
748	660	0.688969694972
796	660	0.504858263626
748	480	1.29223554705
748	600	0.773668385326
748	540	0.952131988672
748	420	1.89415279779
748	360	2.28909883215
748	300	3.16339681609
796	600	0.562376823315
748	240	4.4440620384
748	180	5.19444903943
748	60	6.02601209556
748	120	5.90076191151
796	540	1.01828122216
796	480	1.3463580299
748	0	6.18221198747
796	420	1.54206607561
796	360	2.47476858679
796	240	3.78245720115
796	180	4.38077370712
796	300	3.30651224376
796	120	4.66165115216
796	60	5.06620881468
784	588	0.660229291472
796	0	5.12181548058
736	648	0.729059925204
736	228	4.51965886221
736	48	6.24560008541
784	528	1.11358848202
784	468	1.053119684
736	108	6.09557646561
736	588	0.71568990392
736	168	5.35819785863
784	408	1.66736900266
736	528	0.968655730302
784	348	2.58076645882
784	108	5.03850181796
784	648	0.622275448213
784	288	3.3712345414
784	168	4.7589972159
736	468	1.60932226621
784	48	5.10183070468
784	228	4.1957330798
736	408	1.87736597895
736	348	2.38421366363
736	288	3.50052576312
724	456	1.47980357285
724	696	0.529174303219
724	396	1.52069286055
724	636	0.800454966967
772	696	0.529182052628
724	336	2.43946552998
724	276	3.73623094461
772	36	5.43399497896
724	216	4.7342127817
724	576	0.858563691394
724	516	1.10112860234
772	636	0.575681315716
772	576	0.688863441505
772	516	1.13432730615
772	396	1.75298424115
772	456	1.53829036605
772	156	5.05238876204
772	336	2.6375915332
772	276	3.69005824323
772	96	5.48962954216
772	216	4.32375791394
760	684	0.566809214055
760	624	0.664491914078
760	564	0.774970849737
760	504	1.18828260434
760	324	2.84808789821
760	384	1.86311505927
760	444	1.67625785685
760	264	3.80250226711
700	552	0.950359826809
796	672	0.502649274021
700	432	1.83543641748
700	492	1.16336704321
700	372	2.73606755783
796	612	0.520328215705
796	552	0.902588814071
760	24	5.90692864839
760	144	5.24078000302
796	492	1.25062463762
760	204	4.72804349764
760	84	5.75386833353
796	372	2.27834848915
796	432	1.34678547939
796	252	3.7624230216
796	192	4.26043899745
796	132	4.62151785836
796	312	2.99569442774
796	72	4.8963267327
796	12	5.06003056266
784	600	0.555742561161
784	540	0.956275813285
748	672	0.593414261338
784	480	1.492353595
784	420	1.52529954281
784	360	2.38425525854
784	660	0.635603294928
784	120	4.9998894196
784	300	3.19113763956
748	612	0.742438585749
784	60	5.07248247341
784	180	4.51510779844
748	492	1.34636569046
784	240	4.1479198288
748	552	0.688969694972
748	432	1.83963255271
748	372	2.00857847811
748	312	3.08492822715
748	192	5.02607973528
748	252	4.19722049435
748	132	5.6626807278
748	72	6.00745542823
748	12	6.19149199859
784	0	5.16825478489
772	48	5.63800705219
772	648	0.660052829343
772	588	0.701147236893
736	660	0.704552463766
772	468	1.46730328973
772	528	1.04313463632
736	240	4.55052532271
736	600	0.865273858521
772	408	1.56041576938
772	348	2.46406208718
772	168	4.76670352585
736	540	0.865484193255
736	120	6.14506618899
772	228	4.34535733741
736	180	5.41228098247
736	60	6.34150362576
772	288	3.42357685488
772	108	5.27947522777
736	480	1.31720678008
736	420	2.12512062657
760	696	0.544663483702
736	360	2.16947506578
796	684	0.50927700321
736	300	3.22801712944
736	0	6.39100585051
796	624	0.526961875345
760	636	0.715690821085
796	564	0.844887320329
796	504	1.25894285058
760	576	0.606725088545
796	384	2.05452593268
796	444	1.23862689602
760	516	1.0058712437
796	264	3.6299116535
796	144	4.57984371912
796	204	4.09386536492
796	324	2.90035239298
760	336	2.70054564779
796	84	4.99825100835
760	456	1.52156083143
760	396	1.59246970828
724	648	0.729059942226
760	276	3.75010460917
724	24	6.5549993272
724	468	1.50902974612
724	84	6.36161375826
724	588	0.847382433283
724	408	1.92351391588
724	144	5.96258597562
796	24	5.10636875352
724	528	0.910841449266
724	288	3.54057112585
724	348	2.24921012715
724	228	4.64930856909
784	612	0.549099722071
784	552	0.840785636076
784	492	1.2922524864
784	672	0.593422040143
760	36	6.00743707048
784	432	1.34223813669
760	216	4.53355438411
760	156	5.16817124432
784	372	2.15111662793
784	312	3.12650919303
760	96	5.66420918791
784	192	4.43331859559
784	132	4.86244676257
784	72	5.07711632476
784	252	3.66079353199
712	672	0.600069372115
712	612	0.903321344696
712	552	0.856330415182
748	684	0.555735276273
784	12	5.16825478489
712	492	1.1841318822
712	432	1.78514223981
712	252	4.32988194327
712	372	1.73767228136
712	12	7.08895093139
712	132	6.20540871306
712	312	2.86808040813
748	624	0.729063087394
748	504	1.15091554657
712	72	6.81189589754
700	564	0.954842218808
712	192	5.48493345254
748	564	0.71123754421
772	60	5.503538787
748	444	1.87737412174
772	660	0.529182052628
700	504	1.15921545035
700	444	1.83543641748
748	384	1.84016541082
772	600	0.626715577876
700	384	2.42816668369
748	324	3.058776019
748	264	3.93661728514
772	480	1.27976437548
748	204	4.921062258
772	540	0.83666630399
748	144	5.6008523073
772	420	1.47644933225
748	84	5.93632502103
748	24	6.24098689843
772	360	2.45331641569
772	180	4.65555121361
772	240	4.27901889483
772	300	3.41279799884
772	120	5.38763582714
772	0	5.57927108163
424	408	3.62168586632
700	660	0.693420647593
760	648	0.655596767689
760	588	0.702326347116
700	600	1.00866204488
760	528	0.952129079121
736	672	0.626706385541
760	348	2.52390564383
760	468	1.55498250383
760	408	1.57108557625
760	288	3.65765294617
736	612	0.766970622893
736	252	4.07073980148
736	552	0.898465095383
736	132	6.05227509447
736	192	5.25467788043
736	492	1.24230937776
736	72	6.30901912478
736	432	1.87317177095
736	372	1.88147923175
736	12	6.36934832655
736	312	2.97878085846
760	48	5.97187128164
760	168	5.10483754509
760	228	4.5273811313
760	108	5.59156135358
724	420	1.80608912984
724	480	1.33386396472
724	660	0.71791787515
724	600	0.720145983536
724	540	0.874222441619
724	360	2.11735764841
724	300	3.18031000216
748	696	0.51369966912
724	240	4.30363902454
748	636	0.729063087394
748	516	1.0307035522
748	576	0.740208965678
748	456	1.65534028724
748	396	1.61080675271
748	336	2.6667527952
748	276	3.85800036807
748	216	4.71262005707
748	96	5.86674634586
748	156	5.49111827708
748	36	6.2347998977
700	576	0.925714103847
700	516	0.970533792148
700	456	1.63860280731
700	396	2.26393259794
736	684	0.613383277792
736	624	0.735746976831
736	564	0.778128659724
736	264	4.03219028319
736	504	1.08869153239
736	144	5.84662149205
736	84	6.2703484912
736	204	5.09556313295
736	444	1.88575492746
736	384	1.71625849671
736	324	3.04953308575
736	24	6.32294092364
724	492	1.33386396472
724	432	1.70974274931
724	672	0.655595942842
724	612	0.825029075848
724	552	0.878697420905
724	372	1.8279160391
724	312	2.91111938081
724	252	4.09078679084
700	588	0.986230257482
700	528	0.936915131547
700	408	2.37340033425
700	468	1.42973369259
724	96	6.48537632542
724	36	6.55654655785
724	156	5.84043728719
904	84	7.43196133998
904	24	7.18924174366
892	672	0.360492143216
892	552	0.61294279945
892	612	0.60307308065
892	432	1.6581928002
892	312	2.35355678522
892	492	0.99997738517
892	252	2.67753306921
892	372	2.0959308079
892	192	5.98206506262
892	132	6.94642016746
892	12	7.4110972533
892	72	7.35428605434
880	60	7.60743656112
880	120	7.08067006267
880	0	8.00018240428
880	660	0.400587574284
880	600	0.582705785114
880	540	0.659621662291
880	480	1.16104202702
880	300	2.51013405975
880	180	6.25009833227
880	360	2.128129418
880	420	1.84478538235
880	240	2.92501693245
868	648	0.465057876118
868	588	0.615312619138
868	528	0.715416066518
868	408	1.80347951597
868	468	1.23713596118
868	288	2.6821694757
868	348	2.32442847392
868	228	3.0942201045
868	108	7.07553581613
868	168	6.7710316593
868	48	7.65913215325
856	276	2.9988386344
856	36	8.18630034088
856	216	3.30042986625
856	96	7.42148199929
856	156	7.16328176474
856	696	0.361897433286
856	636	0.489320465246
856	576	0.742144278289
856	516	0.772797323639
856	456	1.34071924494
844	684	0.418918947988
856	336	2.48096576517
856	396	1.99329533815
844	624	0.505515865685
844	564	0.791415599486
844	504	0.889290811716
844	444	1.51002530886
844	324	2.65602016543
844	264	3.13726392309
844	24	8.49649918585
844	204	3.51135031947
844	384	2.0760058636
844	84	8.11901659956
844	144	3.85494866864
820	0	4.6817595873
808	648	0.458525405974
832	672	0.403546939438
832	612	0.505521817225
832	552	0.943889535894
832	432	1.56959419705
832	492	0.878698920689
832	192	3.65003303955
832	312	2.99884697494
832	12	8.71903391558
832	72	8.2121749653
832	372	2.28761024857
832	132	4.05233359793
808	588	0.60714068838
820	660	0.403540160628
820	540	0.890223306426
820	600	0.701142118815
820	480	0.95597531479
820	300	3.15417385896
820	240	3.62532149668
820	420	1.66888065408
808	528	1.02241967406
820	360	2.50856657773
820	120	4.22808250956
820	60	4.54438538744
820	180	4.05226552654
808	468	1.092600539
808	408	1.80343367497
808	348	2.54386110629
808	228	3.88418268176
808	168	4.23113085802
808	288	3.41890271561
808	48	4.79133013198
904	96	6.90532149651
904	36	7.09630862696
808	108	4.66782597571
712	684	0.402856017329
832	252	3.31583317661
892	684	0.300794372108
892	624	0.529850360433
892	564	0.611438294422
892	504	0.963564855429
892	444	1.54514369552
892	324	2.33514463874
892	384	1.94733676797
892	264	2.64987936142
892	204	5.6833165566
892	84	7.06513963239
892	24	7.54539669997
892	144	6.72452692853
880	132	6.97226985184
880	72	7.17876210343
880	672	0.326937782586
880	12	8.02602807863
880	612	0.533913072766
880	552	0.82843854575
880	492	0.993913282394
712	624	0.856330415182
880	432	1.63375145742
880	192	6.18824083353
880	252	2.82969444515
880	312	2.58538102384
880	372	2.0622312031
712	564	0.887652091148
868	660	0.440840030733
868	600	0.582708097923
868	540	0.656610987157
868	480	1.16713119271
868	420	1.7422954115
868	360	2.29528011673
868	300	2.6852423645
868	240	3.03268583451
868	180	6.45120945195
868	60	7.62813247201
868	120	7.30271761213
712	504	1.13016587643
712	444	1.58842305528
868	0	7.67463248976
856	48	7.91749183628
856	288	2.85583182672
856	228	3.21423473673
856	108	7.72628153492
712	384	1.61997291331
856	168	3.49906046398
856	648	0.444871777918
712	264	3.86570517813
856	588	0.660231892202
856	528	0.715414111286
856	468	1.16864921047
856	408	1.8233646982
712	24	7.14622755059
856	348	2.48250101612
844	696	0.396957323631
844	636	0.493364260553
844	576	0.71343590891
712	84	6.79487238385
844	516	1.1343247261
712	204	5.24388298649
424	348	5.36596751546
712	144	6.02291592378
904	108	6.9775801448
904	48	6.90016048339
844	456	1.31784756349
844	396	1.8661967477
844	276	3.02342122086
712	324	2.66060609792
844	36	8.24310123791
844	336	2.6099359561
844	216	3.41125042723
844	156	7.03415602611
844	96	7.70554380258
892	696	0.305146249015
820	12	4.62155816033
892	636	0.452938392069
892	576	0.688862969759
892	456	1.33461288618
892	516	0.889292225427
892	396	1.89681280413
892	276	2.70518955337
892	336	2.2737818127
892	216	5.50827609442
832	684	0.366275973353
808	660	0.458525405974
832	624	0.48527477558
892	96	7.57639250537
892	156	6.49755844797
892	36	7.58672473919
832	564	0.79142491698
832	504	0.830258779879
832	444	1.4612031033
832	324	2.82201978829
832	204	3.71937038258
832	24	8.49659921684
832	384	2.1557300281
832	144	3.89198914732
832	84	8.33110411185
880	144	7.12197018004
880	684	0.285581411014
880	84	7.4886207453
880	24	7.82962273044
880	624	0.562358163226
808	600	0.570482094496
880	564	0.561836009807
880	504	1.00301890274
880	444	1.46424910608
808	540	0.931477383808
820	672	0.458529380696
880	324	2.45793511778
880	384	1.92438131509
880	204	5.98725441028
880	264	2.79126646699
820	612	0.465050086481
820	552	0.849012768897
820	312	2.90960315685
820	492	1.21737525363
820	432	1.50543817128
820	252	3.67154181748
820	372	2.37348925949
820	72	4.45950669346
820	132	4.19569079611
820	192	3.9597543294
868	672	0.360495796886
868	612	0.525797336964
868	552	0.869625937664
868	492	1.07439406337
808	420	1.5756635155
808	480	1.29639031142
868	432	1.65820960636
832	264	3.31737262419
808	360	2.40416108336
868	312	2.53931890112
868	372	2.19099198981
868	192	6.1779564706
868	252	2.9665492366
868	72	7.47315416101
868	132	7.29755352995
808	180	4.10003403782
808	240	3.74701290589
808	300	3.180305792
868	12	7.73146986687
904	120	7.03952269763
904	60	6.95177253147
808	120	4.60299591096
808	60	4.83147403366
856	240	3.08651927248
856	300	2.81740043269
856	60	8.01053047259
856	120	7.20458713708
856	180	3.37278748681
904	0	7.53010631198
856	660	0.436807250998
856	600	0.631634229672
856	540	0.948017329579
856	0	7.93299749448
856	420	1.80041479844
856	480	1.13823060996
892	648	0.489316843224
856	360	2.32442212125
892	588	0.697051431007
892	468	1.26300895119
892	528	0.82722441535
892	408	1.71169558698
844	648	0.39476307825
892	288	2.51165400212
892	348	2.20936962191
892	228	5.48254057375
844	588	0.70114564212
844	528	0.662630068207
892	168	6.0078277373
892	108	7.16322874109
892	48	7.60222336891
844	408	1.91977330751
844	468	1.1184548587
844	228	3.22959620062
844	288	2.98804557309
880	696	0.324756636268
844	348	2.52393368849
880	96	7.19425165966
880	156	6.87937015422
844	168	3.74706421608
844	48	8.53787755307
880	36	7.77277804378
844	108	7.41625034996
700	672	0.577890891587
880	636	0.562358163226
880	516	0.881724408065
880	576	0.738041044285
880	456	1.4108535431
880	396	1.82489255697
880	336	2.34896809204
880	216	5.93058024356
820	24	4.6694101068
880	276	2.65296821561
832	696	0.421121928136
868	684	0.355335176501
808	672	0.473956289278
832	636	0.379418051613
868	624	0.469098752967
904	72	7.30800857055
904	132	6.64732417228
700	612	0.883174970151
832	576	0.758562290926
868	564	0.81609756136
868	504	0.84841832338
832	516	1.10944866137
868	444	1.51156959564
832	456	1.23104635196
832	156	3.79025960821
832	36	8.49142700154
832	336	2.5807838026
868	384	2.11281061899
832	216	3.4959898876
868	324	2.43952430862
832	396	1.99330088202
904	12	7.50427736021
832	96	4.17108276893
868	84	7.30788173366
868	204	6.09549235672
868	264	2.7636124053
868	144	6.7710316593
808	612	0.582693286596
892	660	0.416667575774
868	24	7.95369393062
892	600	0.742138784829
796	696	0.540235610379
892	480	1.19907046649
892	540	0.747110473203
892	420	1.7086377309
808	552	0.976921152978
892	360	2.07907389594
892	300	2.47173616475
892	240	5.0658413226
820	684	0.46073295411
856	72	7.80379334685
856	252	3.04806001464
856	312	2.74669972597
856	132	7.31302590796
856	192	3.39742296461
820	624	0.529846855598
820	564	0.758549548543
820	504	1.05555107639
820	444	1.38033610743
892	60	7.45758261185
892	120	6.9309366596
892	180	6.16243100338
820	324	2.86347855563
832	276	3.31121487143
856	672	0.385993189965
820	264	3.42971129694
820	384	2.23082341
820	144	4.13399770653
820	204	3.86880188835
820	84	4.41630039545
856	12	8.02086878949
856	612	0.615310937489
856	552	0.857262597432
856	492	1.00453787425
856	432	1.645978716
856	372	2.20785258214
808	492	1.27142259669
808	372	2.21240260829
808	432	1.53443168028
892	0	7.54023086347
844	660	0.458531684849
844	600	0.709338440963
880	48	7.60743656112
880	168	6.58528094977
880	108	7.01356300278
844	540	0.869615741463
880	648	0.485272826076
880	528	0.780352609522
880	588	0.680681666629
808	312	3.03722331062
808	252	3.62991184231
880	468	1.32242931398
880	348	2.29987310448
808	192	4.14013080408
880	408	1.82948298487
880	228	5.56493377338
880	288	2.5899886941
808	132	4.55206276721
808	72	4.73111889479
868	696	0.335668337745
844	480	1.06222804211
844	420	1.68417460412
844	240	3.27731044699
844	300	2.97727983414
868	636	0.428749474727
844	360	2.30905968054
844	180	3.53137324588
844	60	8.20173756253
844	120	7.28714004247
868	576	0.81609756136
868	516	0.786401656434
868	456	1.36968638048
868	396	1.97032713305
868	336	2.39501381553
844	0	8.3878906041
868	276	2.77283382624
868	216	3.18346439816
868	96	7.47315416101
868	156	6.73491401267
868	36	7.89683969689
820	36	4.56290596626
832	648	0.427718031946
832	588	0.680684401156
832	528	0.95628223984
856	264	3.03729221205
856	84	7.85547235826
856	324	2.58231248069
856	144	7.02389539104
856	204	3.39280369433
832	168	3.72399325567
832	48	8.71903391558
832	468	1.13063095839
808	684	0.482780088452
832	348	2.54853284103
832	408	1.90448636415
832	228	3.54835824995
832	108	4.06466990976
856	684	0.331301884569
856	24	7.90198649265
856	624	0.574564575163
856	564	0.799644531359
856	504	0.886269354767
856	444	1.49935340047
856	384	2.15112510146
808	624	0.458525405974
844	672	0.372840870389
808	564	0.684759380988
844	612	0.598996133161
820	696	0.425511858592
844	552	0.71343590891
832	288	3.22347792622
820	636	0.487197841837
820	576	0.762655095456
820	516	1.16752477552
820	456	1.22189212542
820	336	2.75127155159
820	396	2.0101163542
820	276	3.26498009546
820	156	4.0584335417
820	216	3.84568112848
820	96	4.33606868883
808	504	1.20905297583
808	444	1.32087711445
808	384	2.06065475878
844	492	0.949914248712
844	252	3.19881612398
844	432	1.54819528282
844	312	2.77894902004
844	192	3.44204774434
844	372	2.31059378677
844	72	8.10867708289
844	132	7.5557164741
808	264	3.54980819275
808	324	2.79581759129
808	204	4.03835275853
808	84	4.75427640228
808	144	4.33294551931
844	12	8.4602947683
832	660	0.489413248778
832	600	0.652058912013
832	540	0.935630102656
820	48	4.57988365767
832	420	1.696424246
832	180	3.76868346199
832	480	1.03793980727
832	360	2.37813284823
832	60	8.41901931178
832	240	3.57608533555
832	120	7.4886508296
808	696	0.469546048863
808	636	0.469546048863
832	0	8.56901352678
832	300	2.97885284512
808	576	0.721623071607
820	648	0.407931795244
820	588	0.639791953539
820	528	1.10943002478
820	468	1.1002088436
820	408	1.81721891901
820	348	2.55770402491
820	288	3.13417084601
820	168	3.9982985887
820	228	3.76862015538
820	108	4.31909804587
424	288	5.13443247171
808	516	1.10527358646
808	396	1.85239740418
808	456	1.14732892513
808	276	3.52516397018
808	336	2.77430023905
808	216	3.99518030605
808	96	4.6246051838
808	156	4.36380210208
808	0	4.76817130412
424	228	6.60869808765
724	48	6.64938454951
724	108	6.42349315772
724	168	5.69202626749
712	696	0.484191611371
712	636	0.833972064231
712	576	0.851857774271
712	516	0.939156936993
712	456	1.67207708445
712	396	2.21764959603
712	276	3.74549092531
712	36	7.08430700285
712	216	4.82995452184
712	156	6.11261135998
712	96	6.64012531741
712	336	2.35046400441
808	12	4.7758908222
424	168	9.39349408835
700	684	0.526430511164
700	624	0.869750003623
424	108	11.4731474433
424	48	13.0531522322
808	24	4.75427640228
724	120	6.27653583697
724	180	5.37828556418
724	60	6.57201898992
724	0	6.56737723636
808	36	4.78669830082
712	648	0.764742322464
712	588	0.957084876153
712	528	1.04312327723
712	468	1.57170288507
712	408	2.09150227906
712	288	3.50823973199
712	48	7.04406039206
712	168	5.80644598895
712	108	6.54419334878
712	228	4.57369347839
712	348	2.18174822072
460	408	3.8364758267
1000	540	0.816670423875
1000	480	1.04404853415
1000	600	0.546841430168
1000	420	2.46074337479
1000	300	3.95714104914
1000	240	4.56247927348
1000	360	3.12835415888
1000	180	4.64978429989
1000	60	5.3180982741
1000	120	5.14834074753
1000	0	5.40042970156
988	108	5.04054989299
988	48	5.6374419708
988	168	5.28229251284
988	648	0.3644934601
988	588	0.625033142844
988	528	0.91057829204
988	408	1.40638563387
988	348	3.52716631466
988	228	4.67565165723
988	468	1.10790740637
988	288	4.20852959159
976	696	0.424739240507
976	636	0.415126938017
976	576	0.683767534317
976	516	1.01520667665
976	336	3.52705250561
976	456	1.17934920877
976	396	1.41244128136
976	276	4.24943050444
976	216	4.99925551859
976	96	5.72480088887
976	156	5.31299209307
976	36	6.02358972242
964	324	3.64993392222
964	84	5.96701838098
964	204	5.12275759129
964	24	6.11131166323
964	264	4.43937778468
964	144	5.59617271834
964	684	0.42474702774
964	624	0.439021027212
964	564	0.703387079403
964	444	1.27528065239
964	504	0.993975499427
964	384	2.91919265773
952	672	0.37652950942
952	612	0.397235414048
952	552	0.777367528079
952	492	1.14892989024
952	432	1.4887390091
952	312	3.75739631555
952	252	4.76799221166
952	372	1.65675474452
952	12	5.98239108662
952	192	5.48283937355
952	72	6.07514787894
952	132	5.93601907161
940	660	0.436814552717
940	600	0.509332038727
940	420	1.52380426796
940	300	4.01856793698
940	480	1.19453407194
940	360	1.82645547291
940	540	0.81060489153
940	120	6.05950314946
940	60	6.59055746783
940	180	5.61651685957
940	0	6.32238790372
940	240	4.89117703541
904	384	1.9167670628
928	468	1.28438675931
928	288	4.54707263664
928	108	6.64742462718
928	408	1.67354848785
928	348	1.84638297937
928	228	5.36955096361
904	324	2.33981185796
928	648	0.481244532609
928	168	6.08538283729
928	528	0.857528447111
928	588	0.515337547288
916	456	1.44291536407
916	516	0.910526032465
928	48	6.99833275086
916	396	1.70715202129
916	696	0.296742391074
1000	552	0.815157811803
1000	612	0.495856118694
1000	372	3.08240388205
1000	492	1.01216318786
1000	312	3.85978962275
1000	432	1.21586406232
916	636	0.554236532664
1000	252	4.50599980762
916	576	0.564850779835
1000	72	5.35411632235
1000	12	5.28208329409
1000	132	5.0763438091
1000	192	4.9580917716
988	180	4.96856991185
988	120	5.43152317618
988	60	5.63229285864
988	660	0.368955607738
988	240	4.64483206521
988	600	0.560377037134
988	0	5.35947428226
988	420	1.33472325676
988	360	3.06210640607
988	480	1.10334713313
988	540	0.87119028097
988	300	4.07006834388
976	648	0.509595204553
916	156	6.65246846847
976	588	0.628023509642
916	276	4.87062498363
976	528	0.924189397272
976	468	1.19456550062
976	348	3.45544080831
976	408	1.42464438207
916	36	7.31315681013
916	336	2.24776472262
916	216	5.42606500057
916	96	6.91046742307
976	228	4.65495475503
976	168	5.41076196174
976	48	5.88962740154
976	288	4.19813549851
976	108	5.64240907421
964	96	5.98762920073
964	336	3.76769194741
964	156	5.50865486857
964	216	5.15875953255
964	276	4.2136003304
964	36	6.17831867635
904	684	0.360502053715
964	696	0.340535566075
904	624	0.501478757108
964	636	0.361514427217
904	504	1.08352941391
964	576	0.671719454851
964	456	1.18241391943
964	516	0.975767075493
964	396	1.48723387315
952	684	0.37652950942
904	444	1.52838982308
904	564	0.644571675531
952	624	0.370432849422
952	564	0.698851499584
952	504	1.02583816568
952	264	4.75771631423
952	444	1.38042046724
952	24	6.16276685736
952	324	3.75739631555
952	384	1.63994318966
952	204	5.25127570346
952	144	5.91025870412
952	84	6.06999428222
1000	264	4.3417514298
1000	324	3.60377762746
1000	624	0.497354124714
1000	564	0.769802659574
1000	504	0.995467547765
1000	384	2.79165660592
1000	444	1.16564841928
940	672	0.400594765716
940	612	0.424069341846
940	552	0.801531302252
940	492	1.09720293514
940	312	4.14674023197
940	432	1.52227750714
940	192	5.29227258525
940	12	6.21928033433
940	372	1.79432539907
940	132	5.94099081166
940	72	6.6782554857
940	252	4.81409111498
1000	204	4.73197386059
1000	144	5.26664924948
1000	24	5.47762965742
904	396	1.90758117641
1000	84	5.38499135437
904	336	2.21403070342
928	480	1.18238298904
928	360	1.85862652786
928	420	1.56353573976
928	120	6.6164719461
928	300	4.45466105366
928	660	0.416685327511
928	180	6.03384877717
928	240	5.27693599708
988	192	4.88632369253
988	132	5.22570157574
988	72	5.68893624256
928	600	0.465917237658
928	540	0.843905199565
928	60	6.66290157827
988	12	5.49328885254
988	672	0.266728182015
988	612	0.579909053546
916	468	1.29198131958
916	528	0.881741280709
988	552	0.812164901492
988	372	3.15911891664
988	492	1.12311033291
988	432	1.25093002713
988	312	3.78823004482
928	0	6.96220066196
988	252	4.62428719501
916	408	1.73467549153
976	660	0.452961233517
976	600	0.549847851098
976	540	0.863591160967
976	360	3.36340252538
916	588	0.54382971937
976	480	1.08811315851
976	420	1.30724959148
916	648	0.408633621634
976	240	4.4341633842
976	120	5.56003196173
976	180	5.53944001802
976	60	5.50855387392
976	300	4.10069947835
964	228	4.87083666711
964	348	3.44527559254
964	108	6.02885336325
964	168	5.42115420969
964	288	4.20334166709
964	48	6.40001708462
976	0	5.91538659165
1000	636	0.42706288528
1000	576	0.729023575449
1000	336	3.36337783338
964	648	0.314021360388
1000	276	4.22375089767
1000	516	0.93782628189
1000	456	1.22043061762
1000	396	2.85282585917
964	588	0.63255143878
964	528	0.980318681351
964	468	1.21285096811
964	408	1.40789129055
952	696	0.368517126937
952	636	0.358535982539
952	576	0.6265207572
1000	216	4.6189682158
952	516	0.993961322027
1000	96	5.23578287756
1000	36	5.32838883327
952	276	4.56766636855
952	456	1.31030238202
1000	156	4.865572234
952	336	1.77143331496
952	216	5.06611741218
952	396	1.5742460151
952	156	5.75057470494
952	96	5.95147593249
952	36	6.00815516537
988	84	5.32859988615
988	144	5.18454940645
988	204	4.7629885234
988	24	5.4366699839
988	684	0.219678133792
988	624	0.446498097056
940	684	0.324571129083
988	564	0.670221503087
988	504	1.05016524658
940	624	0.376373491593
988	444	1.1672158828
988	384	2.79176718102
988	264	4.31626624674
988	324	3.65510358931
940	564	0.647581763464
940	504	1.01973419919
940	444	1.4139293917
940	384	1.63989336794
940	324	3.85971640842
940	204	5.5289989296
976	672	0.27852273156
940	24	6.26052099849
940	264	4.50591433566
940	144	6.16773398979
940	84	6.19866119552
976	612	0.515341579841
976	552	0.833318445759
976	492	1.13675889978
976	372	2.91403881751
976	432	1.34382544475
916	48	6.9827265064
916	288	2.25083216002
916	348	1.97342004318
928	72	6.75061191445
916	168	6.12135383411
916	108	7.16340998651
904	408	1.70562683014
916	228	5.41577227981
1000	648	0.367453518015
1000	588	0.60845572122
1000	528	0.890845388088
1000	348	3.50144859626
1000	288	3.90077537587
1000	468	1.16260604027
1000	408	2.59810948723
928	12	6.92607064149
904	348	2.06993675341
976	312	3.94179636444
976	192	5.16895162379
976	252	4.34691482325
904	264	4.98371793354
976	132	5.6784537025
976	72	5.56518009454
928	492	1.20216528978
928	672	0.408640691584
928	372	1.84179189214
928	432	1.52230564674
928	312	3.98276375256
928	252	4.87584869527
928	132	6.37406683377
928	192	5.87412656869
928	612	0.562378654283
928	552	0.765269323539
964	240	4.8913954022
964	360	1.69346588995
976	12	5.97206151405
964	300	3.94699320981
964	180	5.45718178507
964	60	6.41548776377
964	120	5.84337139439
904	696	0.294278603171
904	636	0.546109348696
916	540	0.784901996161
916	480	1.22497563018
916	420	1.63072653267
964	660	0.52177061146
904	516	0.942360192525
916	600	0.688880399505
904	456	1.40783318669
916	660	0.396578394724
964	600	0.540851587371
964	0	6.25564501328
904	576	0.564852016479
964	540	0.792494885444
964	480	1.19610921347
964	420	1.38348992485
1000	48	5.50336598835
952	648	0.566453138153
1000	228	4.48546420334
1000	168	4.74738653422
1000	108	5.43645465063
952	588	0.602445650301
988	156	5.10225759546
988	96	5.24113470186
988	216	4.7064739699
988	36	5.48814138239
988	696	0.316627486695
988	636	0.409173653182
700	696	0.475755902894
988	516	0.9924717562
988	576	0.712449848403
988	396	1.36216243815
988	456	1.15960970675
988	276	4.10083179754
988	336	3.59368504371
952	528	0.945418280435
952	468	1.29811309375
952	288	4.33153815131
952	348	1.77602235384
952	228	4.91188520856
952	168	5.35932316652
952	408	1.52995798704
952	108	6.28133334401
952	48	6.05453380196
976	684	0.279999158683
976	624	0.385315874639
976	564	0.67773682934
976	384	1.49941791309
976	504	0.962096650962
976	444	1.30572589973
940	696	0.348506880023
940	636	0.489328644782
976	264	4.42903045608
976	204	5.6784537025
976	324	3.68058050599
940	576	0.617471645524
976	144	5.35930135118
976	84	5.71965097561
940	516	0.927196669879
976	24	5.89993091626
940	456	1.35598475689
940	396	1.62766848871
940	216	5.31799739787
940	336	1.82186505278
940	36	6.38426180968
940	276	4.38272248858
940	156	6.22959020278
940	96	6.43582867415
964	252	4.71668295636
964	372	3.08758819276
964	312	3.91112322016
964	72	6.25564501328
