# Combined results from the directory /RESULTS/primary/QqN1/results/
# M1	M2	r
964	132	5.91034300529
964	192	5.1999085344
964	672	0.404631241025
964	12	6.25564501328
964	612	0.510853697985
964	552	0.790983028322
904	420	1.60322756416
964	492	1.11853354689
964	432	1.42161954033
928	84	6.53393949928
904	360	2.0147805138
928	24	6.97252390555
952	660	0.380538278576
928	504	1.05619879799
928	444	1.51925212751
928	684	0.328561455326
928	384	1.78059035228
928	204	5.47247992412
928	324	1.9964289843
952	600	0.465922780051
928	144	6.12145974236
928	624	0.398721038905
928	264	4.74224660876
928	564	0.679239095813
916	672	0.396578394724
916	612	0.611243203075
916	432	1.49480096262
916	492	1.12456625016
916	552	0.713917908988
952	360	1.76531481647
952	540	0.804580077489
952	300	4.03919432798
952	480	1.20065768937
952	420	1.53606572273
952	240	4.78340660834
952	120	6.26586666205
952	180	5.44166341479
952	60	6.00300224459
916	360	1.96116826009
916	300	2.18642540232
916	240	5.1173923123
916	60	6.79693438462
916	180	6.13681586317
700	636	0.845148562289
916	120	6.71437816546
952	0	6.07514787894
916	0	7.18922600408
940	648	0.52174731803
940	588	0.58438413956
904	648	0.404614541839
904	588	0.656157280534
904	528	0.851460346302
904	468	1.36666092031
940	468	1.23410833
940	528	0.889313673765
940	408	1.5314383651
940	348	3.49115197089
940	228	5.02483013623
940	288	4.30575175226
940	168	5.58047801957
940	108	6.30176481916
940	48	6.85369017763
928	96	6.5803625552
928	36	6.98284731763
904	432	1.56962136347
904	372	1.89839579742
928	696	0.320594896179
928	576	0.564860552568
928	636	0.489337690116
928	516	0.992431966833
928	396	1.75152828493
928	456	1.27524729273
928	336	1.91679602913
928	216	5.44159868338
928	156	6.19362102393
928	276	4.83473515227
916	684	0.340520766614
916	624	0.631645535839
916	504	1.03340000884
916	444	1.52533285393
916	564	0.649088764602
916	312	2.13890009166
916	192	5.76070710447
916	252	5.23568976036
916	72	6.86918026557
916	372	1.87236924491
916	132	6.83305626215
916	12	7.12210646578
904	660	0.420703530149
904	540	0.798509862918
904	600	0.374886559145
904	480	1.31331447905
904	276	4.65484798553
916	324	2.15882868746
916	84	7.00853532479
916	204	5.55989226027
916	264	4.69079324738
916	384	1.82951799378
916	144	6.61119894154
724	132	6.03217171145
724	192	5.23459367247
916	24	7.13243210186
724	72	6.43277539397
904	672	0.396579262965
904	552	0.665663209976
904	612	0.599013552765
904	492	1.13673282623
460	348	4.30076121115
724	12	6.66021617647
904	288	2.48255088766
460	288	4.45243766276
712	660	0.720148687548
712	600	0.887652091148
712	540	0.883176177028
712	480	1.30472194256
712	300	3.20186642963
712	420	1.9025421268
712	360	1.99019697864
712	240	4.42399969004
712	60	6.85987265666
712	180	5.57148230434
712	120	6.39412397846
460	228	6.45496776413
460	168	9.14499610851
904	300	2.38124325827
712	0	7.11062283982
700	648	0.782594725571
904	312	2.29685400862
412	396	3.95994549107
436	72	13.09181594
412	336	6.005972102
412	276	5.48061695148
412	156	9.59486558696
412	96	12.1684938717
412	36	13.7190741369
412	216	7.1127433311
1132	12	5.00044309492
1168	48	3.96372022514
1168	528	1.32822166244
1168	108	3.95095468099
1168	468	1.65539024883
1168	348	2.07521840714
1168	168	3.33939688669
1168	228	3.12342811619
1168	288	3.25042505817
1168	408	1.93337243632
1144	84	4.27004660598
1144	324	2.29325194578
1144	384	2.20694165141
1144	24	4.28283327983
1120	600	0.548376650997
1120	360	2.39988512637
1120	420	2.31350196242
1120	660	0.45398216296
1120	540	1.32306544474
1144	504	1.57962853372
1144	264	3.60638617794
1144	144	4.29562078742
1144	564	1.197782602
1120	300	2.60336141884
1120	480	1.85727795743
1144	444	1.72088317428
1144	204	3.72106325688
1120	240	2.86320081883
1156	396	1.93813751114
1156	576	1.17266426439
1156	516	1.42346071702
1156	636	0.455454478262
1156	696	0.349620145784
1156	96	4.25692351291
1156	456	1.93307589854
1156	156	3.87378697487
1156	36	4.48717559636
1156	276	3.61883717878
1156	216	3.97587679321
1156	336	2.29814889501
1132	612	0.548427742909
1132	132	4.44941966442
1084	384	2.51186228098
1132	432	1.96373095962
1132	252	2.67489590512
1132	672	0.425636169498
1144	684	0.360051288843
1132	552	1.1078279339
1132	372	2.14112041122
1132	492	1.57468965052
1132	192	3.98921378131
1144	624	0.443532264728
1132	72	4.74398667479
1132	312	2.63415349115
1084	444	2.04467803691
1096	36	5.46230565886
1096	96	4.62831806771
1108	168	4.41068695938
1108	108	4.66674425421
1108	48	4.74362004316
1096	156	3.31763385439
1084	324	2.72569620255
1084	144	3.57344165439
1084	264	2.92451886863
1084	204	4.71810898534
1084	624	0.536390981572
1096	636	0.513878916951
1096	696	0.322929637866
1084	564	0.673278757206
1096	456	1.99903037552
1084	504	1.68556425971
1096	216	3.23075814699
1084	84	4.98735210037
1096	336	2.61867656166
1096	516	1.46882190152
1096	576	1.18275051804
1096	276	2.89894474757
1084	684	0.367491307192
1096	396	2.2119885676
1120	0	4.5898221268
1120	120	4.18044186455
1120	60	4.76917536897
1120	180	4.50020049626
1012	192	4.51094633207
1012	72	5.13784103239
1012	12	4.99387003802
1012	132	4.77801519208
1108	228	3.12349168785
1108	468	1.74106064186
1108	408	2.09024526102
1108	348	2.43551022044
1108	588	0.552889672208
1108	648	0.4390440049
1108	528	1.39339572359
1108	288	2.73072339783
1000	660	0.358531890966
1168	60	3.6321320258
1168	540	1.26300436422
1168	120	4.0914262071
1168	180	3.37754564195
1168	480	1.43373632597
1168	240	3.28854856135
1168	360	1.9030038409
1168	300	3.03460765415
1168	420	1.77152523878
1168	0	4.06587775897
1132	24	5.07743303519
1156	648	0.406179887724
1144	36	4.27004660598
1144	96	4.35957070817
1144	336	2.22216826763
1144	576	1.06281584211
1144	156	4.21890831992
1144	276	3.68282820764
1144	516	1.51414062555
1144	396	2.13083928365
1144	216	3.87409387725
1144	456	1.82699111421
1156	408	1.96851283218
1156	588	0.943159470141
1156	528	1.44357379214
1156	288	3.49151883488
1156	468	1.55934816689
1156	108	3.96311227564
1156	48	4.33364494247
1156	228	2.50146041456
1156	348	2.17124875361
1156	168	3.79725990385
1120	672	0.428582448449
1120	612	0.527367245656
1120	432	2.08514250505
1120	552	1.26287393689
1120	492	1.86739360928
1120	372	2.38463677441
1120	312	2.50158578444
1120	252	2.96010925066
1144	696	0.321451346893
1144	636	0.491407532058
1132	624	0.483950836384
1132	444	1.80183054107
1132	564	1.05789328028
1132	144	4.29589597446
1132	504	1.64023848839
1132	684	0.400273875574
1132	384	2.22738693409
1132	264	2.68508321919
1132	84	4.6542938861
1132	324	2.4051923784
1132	204	3.72130163648
1036	696	0.263781188323
1084	396	2.50677484953
1036	96	4.60890609118
1084	456	2.05481388588
1036	396	2.42526245839
1036	636	0.450984675723
1036	216	4.11111087026
1036	576	0.667210946457
1036	36	4.67567878753
1036	336	3.12338985842
1036	516	0.839403468019
1036	456	2.03949336732
1108	180	4.06552244016
1108	120	4.8077030315
1108	60	4.69236659893
1036	276	3.6039412816
1036	156	4.41380019047
1096	168	3.40965909788
1096	108	4.78206955152
1096	48	5.19256256928
1108	0	4.8461613234
1096	648	0.439044175086
1084	156	3.51204060256
1096	468	1.75116333325
1084	216	3.45577079796
1096	588	0.670247502664
1096	528	1.38334672648
1096	348	2.71034602655
1096	408	2.15110054709
1096	228	3.24097690522
1096	288	2.89384466815
1084	336	2.88881532871
1084	96	5.01301008946
1084	576	0.676293890159
1084	636	0.471950370938
1084	516	1.50408868618
1084	696	0.342225668527
1084	276	3.33816204633
1120	12	4.5642121259
1120	192	4.12932907679
1120	132	4.35944382532
1120	72	4.75635968665
1168	72	3.53024434267
1168	312	2.00933622793
1168	192	3.59391608266
1168	552	1.39854336128
1168	432	1.80184875374
1168	132	3.86162232065
1168	492	1.56462640466
1168	12	3.93819007269
1168	372	1.67052848309
1168	252	3.6321320258
1156	660	0.37787354408
1108	660	0.41664832571
1108	300	2.63394991469
1108	540	1.36325240067
1108	240	3.00097646437
1108	600	0.531876238658
1108	420	2.15109971326
1108	360	2.34402060087
1108	480	1.87248159598
1132	36	5.07743303519
1144	468	1.58970912982
1144	288	2.45079713386
1144	588	1.06281584211
1144	348	2.38470617994
1144	408	2.27801615981
1144	528	1.47890462938
1144	48	4.33398827729
1144	108	4.48753109471
1144	228	2.4558824208
1144	168	3.95066165747
1156	540	1.31798080065
1156	600	0.987951999592
1156	480	1.51905554741
1156	240	3.75900967062
1156	180	3.64431374588
1156	300	3.04682487838
1156	360	2.03435842343
1156	420	1.84201432019
1156	60	4.4359859575
1156	120	4.0397132037
1156	0	4.38480900201
1120	684	0.360040809752
1120	564	1.16771974503
1120	504	1.54431301179
1144	648	0.42411608
1120	384	2.25256192003
1120	444	1.85222056235
1120	624	0.524367335018
1120	324	2.52702283494
1120	264	2.83770773927
1132	696	0.397292575157
1132	216	2.66980250302
1132	636	0.44654975566
1132	516	1.58477016867
1132	576	1.07286713175
1132	276	2.56288120541
1132	336	2.44586871768
1132	456	1.78161385067
1132	156	4.43662160199
1132	96	4.25753349906
1132	396	2.03464993218
1084	408	2.34407878705
1084	468	2.12579230366
1108	72	4.8461613234
1108	192	2.96015625344
1108	132	4.53867723655
1108	12	4.62831627364
1096	60	4.9487492239
1096	120	4.75643705535
1096	180	3.31763385439
1168	84	3.5684441346
1168	564	1.25799106482
1168	324	2.04987409589
1168	204	3.50478329984
1168	504	1.39854336128
1168	24	4.07865153591
1168	144	3.53024434267
1168	444	1.66548206822
1168	384	2.00427014101
1168	264	3.30125883587
1012	144	4.73691437172
1096	660	0.445020936117
1012	24	5.16869874926
1084	288	2.87861568111
1084	348	2.70531793961
1012	204	4.4185486713
1096	480	1.65020126256
1012	84	4.75746419254
1096	600	0.643126089848
1096	360	2.65941169761
1096	540	1.4185276586
1096	300	2.89384466815
1096	420	2.01929347212
1096	240	3.15924146681
1096	0	5.05137862322
1156	672	0.39723565418
1084	228	3.36372372551
1084	108	4.93604418466
1084	168	3.3790621998
1084	528	1.35324177233
1084	588	0.596484368684
1084	648	0.491413230784
1132	48	4.66710494415
1120	204	3.92502103549
1120	24	4.79480887462
1120	144	4.10377793779
1120	84	4.70510415882
1000	672	0.285904989571
1156	612	0.933213726639
1144	480	1.61995949188
1144	300	2.44571203992
1144	120	4.30840912521
1144	360	2.15620096887
1144	600	0.495901362045
1144	420	1.90286270415
1144	540	1.303031841
1156	552	1.22773356859
1144	180	3.87409387725
1144	240	2.57289599625
1144	60	4.02726312887
1156	192	3.93758603897
1156	492	1.63495988659
1156	372	1.81168109311
1156	252	3.59336485317
1156	72	4.0397132037
1156	132	3.93758603897
1156	312	2.03435842343
1156	432	1.72074684739
1156	12	4.44878218633
1108	672	0.427096202815
1108	552	0.600981608273
1108	432	1.91801927145
1108	612	0.579931324877
1108	312	2.72562854362
1108	372	2.50671262481
1108	252	2.99077054047
1108	492	1.67542880356
1144	660	0.427101851736
1120	696	0.397255563103
1120	516	1.4889267576
1120	396	2.07500410447
1120	636	0.459963402596
1120	576	0.581425177448
1120	336	2.65427602486
1120	456	1.70063831502
1120	276	2.74596534666
1144	0	4.41074529664
1132	648	0.455519741573
1132	228	2.71055445693
1132	528	1.35331276999
1132	408	2.11576063094
1132	468	1.73109367627
1132	348	2.51199406553
1024	684	0.28887660997
1132	168	4.10416028423
1132	108	4.3086851315
1132	288	2.52217002053
1132	588	0.566450948081
1024	144	4.73737975201
1024	504	0.871205135465
1024	384	2.79691164015
1024	264	3.86000832081
1024	564	0.68983326181
1024	24	4.73737975201
1024	444	1.12312948285
1024	624	0.485400385359
1024	84	4.79903880036
1024	204	4.2342499015
1084	480	1.73100285942
1024	324	3.39424502768
1084	420	2.41523357029
1168	516	1.46391799862
1168	36	4.10420176855
1168	576	1.2179029748
1168	336	2.12085355024
1168	156	3.72133925091
1168	96	3.74683627945
1168	396	1.95868707701
1168	216	3.39026424268
1168	456	1.66043598965
1168	276	3.3648282115
1048	0	4.28557329912
1108	84	3.26652478358
1156	684	0.407671059869
1108	144	3.10817291082
1108	204	2.97036043212
1108	24	4.83334119083
1012	492	0.955983077318
1012	252	4.02872848658
1012	612	0.555826496265
1012	372	2.98020875874
1132	60	4.70554253045
1012	432	2.60818156883
1036	648	0.376397723094
1036	528	0.830323803459
1036	108	4.48566789648
1084	360	2.50677484953
1036	588	0.695858429358
1012	552	0.738051419946
1096	72	4.615510224
1012	672	0.334755304774
1096	192	3.1388129046
1036	48	4.73732646527
1012	312	3.41436307672
1096	132	4.67955687334
1036	228	4.1572641138
1036	408	2.70006873622
1084	300	3.06740502585
1036	348	3.09275453492
1036	468	1.76626043303
1036	168	4.2034246226
1120	36	4.83326444472
1120	216	2.92950073775
1120	156	4.19322222863
1036	288	3.54765217473
1096	672	0.389811746982
1156	624	0.878568118989
1156	204	4.0652541407
1120	96	4.73073047685
1156	564	1.1926819362
1144	612	0.52138296597
1144	492	1.53428399775
1144	72	4.04003325166
1156	384	1.91789269398
1156	504	1.47878747182
1144	252	3.49179545191
1144	552	1.37331657357
1156	444	1.56438642459
1144	432	1.90286270415
1156	264	3.69527943638
1156	144	4.0014086055
1144	192	3.78480865901
1096	12	4.78206955152
1096	612	0.51687757841
1144	132	3.93789799586
1144	372	1.9636051667
1156	324	2.22199222937
1144	312	2.43045792186
1156	24	4.39760204029
1156	84	3.78450882972
1096	372	2.46093630491
1096	492	1.81180136311
1096	552	0.665725782406
1096	432	2.16124625781
1096	252	3.00608080775
1096	312	2.80716686281
1144	672	0.391306549161
1132	0	4.9234771961
1084	540	0.685340810504
1084	660	0.409199524847
1120	408	2.06993527165
1084	600	0.593476644334
1120	528	1.3431444433
1120	588	0.561891664995
1084	240	3.33305007964
1120	648	0.44351935597
1120	348	2.56773168937
1120	468	1.6754022003
1084	180	3.21040063185
1120	288	2.69502011663
1084	120	3.43019828857
1108	684	0.376409994494
1108	564	0.632584545552
1108	444	1.88259911741
1108	624	0.554391280648
1108	504	1.65524558356
1108	324	2.62885828409
1108	384	2.46602095491
1108	264	2.86324628284
1144	12	4.37236314454
1132	660	0.477962145685
1132	480	1.83216456641
1132	420	2.04985337624
1132	540	1.3583350429
1132	240	2.60869511954
1132	360	2.35436484189
1132	120	4.37264324787
1132	180	4.10416028423
1132	600	0.510919920936
1132	300	2.53743534061
1216	156	3.50470436454
1216	36	3.37746957231
1216	216	3.00917474845
1216	276	2.76849628967
1216	96	3.08528471398
1204	504	1.36336304605
1204	444	1.6806118377
1204	384	2.56629391151
1204	684	0.363049789603
1204	564	1.15782718538
1204	624	0.898560252339
1084	24	5.25689102383
1084	492	1.73605320159
1084	432	2.15622597377
1012	36	4.95274525453
1012	156	4.67527205664
1012	96	4.87564831186
1012	216	4.56742431803
1108	156	3.18988707746
1108	216	2.944851088
1108	96	3.22564771147
1072	72	3.73191736154
1108	36	4.74362004316
1072	312	2.82236435113
1060	60	3.99855741819
1072	132	3.80873640474
1072	672	0.367469916769
1072	432	2.20683878466
1072	192	3.61929235113
1060	0	3.95242742917
1072	252	3.36864034003
1072	12	3.76264218438
1072	492	1.79152330802
1072	552	0.713962467449
1072	372	2.69497293595
1120	48	4.74354472168
1084	372	2.48642699734
1120	228	3.10812355776
1072	612	0.555874415423
1120	168	4.21878553097
1120	108	4.88454834038
1084	312	2.79194370184
1060	120	3.68605605804
1000	684	0.274092797439
1096	84	3.21032218571
1096	144	3.24097690522
1096	204	3.29718922265
1096	684	0.385343255661
1096	24	3.48126117472
1096	624	0.543882030169
1096	384	2.46602191082
1096	504	1.64011236087
1096	564	0.649151200234
1096	444	2.02942655454
1096	264	2.96525941895
1060	300	3.27172000533
1060	480	1.92313037058
1060	240	3.47111974454
1096	324	2.55250602077
1216	288	3.02185634302
1216	48	3.27576572341
1216	108	3.23764676601
1216	228	3.05990931805
1216	168	3.22494292323
1060	540	0.788021182893
1060	180	3.66557755071
1060	660	0.419643709721
1060	420	2.15622847754
1060	360	2.90411931267
1060	600	0.60701449706
1048	228	3.76270480979
1204	396	1.65537992793
1204	516	1.20287102704
1204	456	1.49410491399
1204	696	0.31702668193
1048	108	4.44980262728
1204	636	0.804334126716
1048	468	1.86233403309
1204	576	0.958224722668
1108	696	0.318482814387
1048	168	4.19323261472
1108	636	0.49589480317
1048	348	3.16940226156
1228	108	3.28033919129
1048	528	0.853039631338
1108	576	0.632584545552
1228	168	3.3179529992
1108	456	1.88765830178
1084	552	0.689865116563
1048	648	0.44800234107
1048	588	0.644621223448
1108	276	2.86834544372
1048	288	3.3124657688
1108	336	2.6084935106
1108	516	1.47888506914
1084	672	0.331836056007
1084	612	0.594980468233
1108	396	2.15109971326
1048	408	2.58299827223
1048	48	4.43953580972
1084	192	3.14399666711
1228	588	1.00873611137
1240	0	3.05799161814
1228	648	0.676258028997
1228	468	1.47826377833
1228	348	2.281890016
1228	228	2.81736688388
1228	408	2.18263693776
1228	528	1.17624716945
1228	288	2.68009384233
1084	132	3.34327413644
1084	252	3.14910386546
1240	180	3.30182031636
1240	360	2.43334102753
1252	252	2.89266499802
1240	60	3.185655296
1240	420	2.12256853831
1252	312	2.65589407144
1240	120	2.79149023475
1240	300	2.83779395984
1252	372	2.37676822638
1240	240	3.11600482865
1252	432	2.32318591045
1252	612	0.908590359036
1252	492	1.23549035169
1252	552	1.04413576452
1264	24	2.9265409259
1264	84	2.79672034427
1252	672	0.622556185914
1264	204	2.6471062049
1264	324	2.408160512
1264	144	2.77676043835
1264	264	2.32864231164
1264	684	0.645916379606
1276	276	2.60536342758
1276	216	2.40171677157
1264	624	0.71981641981
1264	384	1.31320966931
1276	96	2.85580831438
1264	504	1.04884509396
1264	564	0.868254096429
1276	36	2.34574533022
1276	336	2.18004513506
1264	444	1.77421030147
1276	156	2.73515708543
1216	300	2.86977007407
1228	120	3.39321177485
1228	180	3.28033919129
1216	240	2.90777233553
1216	60	3.40290736487
1216	120	3.31389568152
1216	180	3.05990931805
1216	0	3.16144259674
1204	648	0.824144663035
1204	528	1.1328224275
1204	408	1.65537992793
1204	468	1.41864224037
1204	588	0.98809739289
1048	12	4.24965968054
1228	660	0.681115511887
1228	600	0.935068506376
1228	480	1.38897330061
1228	360	2.4185674859
1228	420	2.24465490718
1240	12	3.15082540838
1228	540	1.14663768295
1228	300	2.92981351433
1228	240	2.99233272387
1252	504	1.23975122011
1252	624	0.836797270839
1264	216	2.62717289512
1252	564	1.06111225965
1264	156	2.74682701682
1252	684	0.72733881243
1264	276	2.34851539018
1264	96	2.99650053212
1264	336	2.35845356345
1240	132	3.00000538871
1264	36	2.95651892048
1252	264	2.68815105777
1240	372	2.49101721295
1240	312	2.64114134923
1240	432	2.06515537702
1252	444	1.92779141986
1240	192	3.00000538871
1252	384	2.26963688
1240	252	2.86095305078
1252	324	2.49476135901
1240	72	3.16243434393
1036	660	0.386819850234
1036	540	0.750197358409
1264	696	0.541356776579
1036	600	0.591938904428
1276	108	2.79082737694
1264	636	0.77831697478
1264	396	1.92229933874
1276	228	2.45721660079
1264	516	1.04097595616
1264	576	0.86433832533
1264	456	1.84327574531
1276	48	2.89295546823
1276	348	2.00496417445
1276	288	2.57757011521
1276	168	2.37397866666
1036	60	4.63458636887
1036	240	4.07521900206
1036	360	3.08254385965
1288	348	2.21819856963
1288	408	2.16677578437
1036	480	1.72585372609
1036	120	4.47026633639
1288	228	2.37264031726
1036	420	2.46594055979
1288	288	2.38122770738
1036	180	4.47540010925
1288	168	2.52732374805
1312	192	2.29564407983
1288	648	0.831639941776
1300	60	2.36076958261
1288	588	0.902687384662
1300	0	2.179258418
1288	468	1.52697215832
1288	528	0.98405126906
1300	120	2.48852846081
1036	300	3.60905914015
1228	132	3.12999186577
1228	192	2.86732891863
1300	420	1.78012308419
1300	660	0.662047768421
1300	600	0.890953792432
1312	132	2.22891377105
1312	72	2.17353807389
1300	300	2.10574595115
1300	480	1.73259399525
1312	12	2.10340748194
1300	540	1.36161517975
1300	360	2.0023512652
1300	240	2.37673092887
1300	180	2.39269475379
1216	312	2.69260585761
1216	252	2.74319316362
1216	132	3.32660808099
1216	72	3.47924833619
1216	192	3.16144259674
1216	12	3.16144259674
1228	612	0.925258319632
1228	672	0.705419955712
1228	492	1.17131090246
1228	372	2.281890016
1240	24	3.13921750701
1228	432	1.69205616643
1228	312	2.75494733752
1228	552	1.09733316769
1228	252	2.55546481547
1204	540	1.1328224275
1204	660	0.690733835372
1204	420	1.72100008344
1204	480	1.41864224037
1204	600	0.948273008723
1012	48	5.34360293984
1252	636	0.798857911018
1252	516	1.14184144659
1264	228	2.62717289512
1252	576	1.06535745784
1252	696	0.618375849457
1264	168	2.53751948318
1012	228	4.33643971296
1264	108	2.8666065083
1264	288	2.34851539018
1264	348	2.26904970037
1264	48	2.77676043835
1012	168	4.56228956217
1240	144	2.7336382739
1252	456	2.01310207858
1240	444	1.52855724458
1240	204	2.87253437909
1240	384	2.14554656435
1252	396	2.15195177162
1240	324	2.57182424489
1252	276	2.73117550036
1240	84	3.11600482865
1240	264	2.79149023475
1252	336	2.38748858983
1012	108	4.75232662654
1288	420	1.58641325714
1288	360	2.07258071467
1312	204	2.24373882636
1276	120	2.76298898946
1276	0	2.55904521043
1264	648	0.73540369097
1228	144	3.43085641457
1264	588	0.927045548757
1264	528	0.989862771305
1264	408	1.70522403838
1276	240	2.50348991649
1276	300	2.57757011521
1276	60	2.68878524363
1276	360	2.01416915728
1228	204	3.12999186577
1276	180	2.39246985062
1264	468	1.2341544186
1288	240	2.32113175864
1288	300	2.19248342551
1288	180	2.40699430996
1288	660	0.703483171697
1288	540	0.87560469854
1300	72	2.24911162299
1288	600	0.787734082237
1300	12	2.28707410909
1288	480	1.01460449116
1300	132	2.51250012838
1300	432	1.91496753319
1300	612	0.862644277895
1000	696	0.215273852824
1312	84	2.48123176862
1300	672	0.627719297613
1300	312	2.20926515824
1300	252	2.37673092887
1312	144	2.22150209277
1312	24	2.1935867196
1300	192	2.32885442225
1300	552	0.872078351938
1300	372	1.79597365423
1300	492	1.66136635503
1228	684	0.69083391699
1228	564	1.19599754105
1228	624	0.832217681882
1228	504	1.13184036262
1228	264	2.56792034459
1228	324	2.95481710282
1228	384	2.51810835335
1240	36	3.19726730186
1216	324	2.75584394579
1216	204	2.81912108213
1228	444	1.53786085948
1216	84	3.40290736487
1216	264	2.90777233553
1216	144	3.42834978879
1216	24	3.17414011995
1204	672	0.339275462164
1204	552	1.10283597129
1204	492	1.48403797515
1204	432	1.66042563729
1204	612	0.754874986888
1288	432	1.62040881079
1288	372	1.84185363116
1252	528	1.23975122011
1252	648	0.82414527764
1264	360	2.37833314551
1312	216	2.14001185242
1264	0	2.80670157159
1252	588	0.938197984097
1264	240	2.63713908895
1264	300	2.54747714825
1264	180	2.69695544533
1264	120	2.69695544533
1264	60	2.91654984592
1240	156	2.66425776956
1240	216	2.98841144549
1240	456	2.18002693419
1252	408	1.31223705093
1252	468	1.25253587329
1252	288	2.89266499802
1240	336	2.60647670479
1240	396	1.95047199366
1252	348	2.58066661539
1240	96	2.94204688508
1240	276	2.94204688508
1228	156	3.39321177485
1228	216	3.04237232554
1288	252	2.42417570099
1288	312	2.11538352195
1288	672	0.690027495936
1288	192	2.36405367218
1264	600	0.91920091249
1264	660	0.747100410775
1276	12	2.70733175918
1288	492	1.07577382798
1300	24	2.23314833634
1300	84	2.40067758837
1276	252	2.42946279236
1288	612	0.777610810275
1276	132	2.85580831438
1264	540	0.938815715334
1288	552	1.04178078534
1264	480	1.16310215803
1264	420	1.73477960265
1276	72	2.61462943698
1276	372	1.79357909036
1276	192	2.35549105939
1300	144	2.59244250637
1276	312	2.3092879533
1300	444	1.74843320656
1300	624	0.790401815212
1300	264	2.08983075255
1300	684	0.668294633639
1312	96	2.48866182836
1300	564	0.859500136043
1300	324	2.02620005902
1312	156	2.19186110557
1300	204	2.36076958261
1300	504	1.53494901593
1300	384	1.91496753319
1312	36	2.17353807389
1228	696	0.569710003834
1228	576	1.11704811328
1228	636	0.846888630007
1228	276	2.55546481547
1228	336	2.53055880815
1240	48	3.00000538871
1228	396	2.1330602232
1228	456	1.44848585744
1228	516	1.15650533461
1288	444	1.72251591073
1288	384	2.06402284115
1312	228	1.95334699617
1024	696	0.253471914391
1252	600	0.972065742811
1252	660	0.706342627042
1252	540	1.16736444632
1264	192	2.74682701682
1264	312	2.2491945544
1264	12	2.77676043835
1264	252	2.57735593377
1264	372	2.05090743657
1264	132	2.84663487684
1264	72	2.8666065083
1024	576	0.638594091026
1024	636	0.483903101875
1024	516	0.912109338127
1024	396	2.62880214944
1240	408	2.22602509446
1252	300	2.569924371
1252	420	2.06647461398
1240	468	1.50093822034
1240	288	2.71050629514
1252	480	1.31650383789
1240	108	2.94204688508
1024	156	4.44464867924
1240	168	2.67581795235
1240	228	2.90728541409
1240	348	2.50255681863
1252	360	2.25893116528
1024	336	3.20003541437
1024	456	2.04965118887
1288	264	2.33829824595
1288	324	2.18391337194
1024	36	4.78876155938
1288	204	2.58753910484
1024	276	3.79853822971
1288	624	0.855306230672
1288	504	1.08257536814
1024	216	4.24964008134
1300	36	2.179258418
1288	684	0.669857654333
1024	96	4.67573138085
1300	96	2.53647694765
1300	156	2.2650549257
1288	564	0.885758326348
1264	672	0.595499660213
1264	612	0.848680010581
1276	24	2.77226773617
1264	552	0.982004951861
1276	384	1.87621720471
1276	84	2.6331637899
1276	144	2.55904521043
1276	324	2.34624860947
1276	264	2.46646957918
1276	204	2.25387497686
1048	24	4.46006976978
1264	492	1.06458767579
1264	432	2.0608098468
1300	636	0.708936968775
1300	456	1.60602454758
1300	276	2.35278984645
1300	696	0.509561851957
1300	576	0.887807219601
1300	216	1.91039346036
1300	396	1.85147942369
1312	48	2.51838689147
1312	108	1.97333697008
1300	516	1.46396686432
1312	168	1.75378054704
1300	336	2.22520170551
1288	396	2.10682118583
1288	456	1.56942334616
1312	240	2.17704408617
1036	672	0.377886163128
1036	552	0.781928388328
1036	612	0.632563922568
1036	372	2.99067303791
1012	180	4.76260183221
1036	492	0.912099078587
1012	60	5.27157466248
1036	132	4.33681696673
1012	120	4.9270445192
1036	72	4.59349884967
1036	192	4.22394270593
1036	432	2.43034654154
1036	252	3.83435088508
1012	240	4.30565438759
1036	312	3.52207071664
1288	216	2.39840470751
1288	276	2.31254966602
1012	504	0.965083066263
1288	336	2.19248342551
1012	624	0.479364775452
1012	444	1.14734818714
1288	636	0.710213669907
1012	684	0.285893101427
1288	516	1.53545965827
1300	168	2.32885442225
1288	576	0.858688482892
1300	48	2.56845393393
1300	108	2.52848410647
1288	696	0.639635056892
1012	564	0.73956131027
1012	264	4.03385433761
1012	384	2.84760914899
1012	324	3.5013030034
1012	0	5.07099080573
1300	648	0.687044652042
1300	468	1.78804790486
1312	0	2.17353807389
1312	60	2.77134536058
1300	588	0.919284640363
1300	228	2.0739185312
1312	180	1.88342826751
1300	288	2.11370465691
1312	120	2.07337091152
1300	408	1.8435473325
1300	348	1.88321657474
1300	528	1.4167004594
1084	36	3.66557329433
1048	36	4.52681404169
1036	684	0.287395558979
1072	84	3.59882071309
1072	684	0.342205748732
1036	564	0.772859996512
1072	324	3.01618573118
1036	384	2.83766028446
1036	624	0.569393407726
1072	564	0.707926648787
1072	24	3.76264218438
1036	84	4.64485901668
1072	264	3.1182811858
1036	264	3.78313044117
1036	324	3.32774713655
1072	204	3.47602857989
1072	444	2.13073996407
1036	144	4.352212109
1036	204	4.25472245695
1036	444	2.21699090321
1036	504	0.925740452528
1072	504	1.70565666169
1072	144	3.53230019087
1072	384	2.63895361528
1072	624	0.504868161085
1060	72	4.16776554559
1060	12	3.83457553013
1060	132	3.60415242753
1060	252	3.37395317118
1060	312	3.08783002586
1060	492	1.7714164525
1060	672	0.368979364904
1060	552	0.718532607878
1060	612	0.564919572408
1060	192	3.74238072821
1060	432	2.24250214015
